受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2025/04/01,38,19209500,20704250,15213350,18.30,20.30,20.30,20.30,15.73,15.73,15.73,15.73,7.76,15.73,4020000,1142750,920000,805900
2025/04/01,39,19299050,20616100,15378450,18.42,20.30,20.30,20.30,18.00,18.00,18.00,18.00,7.78,18.00,4055700,1146550,932900,818500
2025/04/01,40,19394900,20130250,15163700,15.99,20.00,20.00,20.00,15.73,15.73,15.73,15.73,7.74,15.73,4144600,1144600,849450,735000
2025/04/01,41,19101050,19686550,14531800,16.00,18.02,18.02,18.02,15.73,15.73,15.73,15.73,7.75,15.73,4220550,1155300,770750,656300
2025/04/01,42,19148600,19107400,14344650,15.73,16.49,16.49,16.49,15.73,15.73,15.73,15.73,7.78,15.73,4231900,1146700,665350,550900
2025/04/01,43,19171850,18484800,14157600,15.55,15.73,15.73,15.73,15.73,15.73,15.73,15.73,7.73,15.73,4405750,1089750,751000,637750
2025/04/01,44,18966900,18053400,13999800,14.88,15.53,15.53,15.53,15.53,15.53,15.53,15.53,7.83,15.53,4444900,1121900,964850,701600
2025/04/01,45,18481050,18355600,13720550,15.73,16.00,16.00,16.00,15.73,15.73,15.73,15.73,7.81,15.73,4427850,981850,957750,716950
2025/04/01,46,18341250,17622900,13452450,14.43,16.47,16.47,16.47,14.18,14.18,14.18,14.18,7.73,14.18,4481250,1023350,908400,707600
2025/04/01,47,17951400,17372550,13305850,14.01,16.00,16.00,16.00,13.72,13.72,13.72,13.72,7.73,13.72,4227750,1024100,931350,717050
2025/04/01,48,17502700,16392850,12945600,12.96,14.54,14.54,14.54,10.87,10.87,10.87,10.87,7.69,10.87,3762150,1013500,940450,729250
2025/04/02,1,16617800,14996200,12053550,12.70,13.63,13.63,13.63,10.29,10.29,10.29,10.29,10.29,10.29,2595500,556100,1068850,941950
2025/04/02,2,17345700,15140550,11990300,12.20,13.69,13.69,13.69,9.90,9.90,9.90,9.90,9.90,9.90,4282200,739750,1385250,1204750
2025/04/02,3,17532250,15262150,11898150,12.20,13.95,13.95,13.95,11.00,10.27,10.27,10.27,10.27,10.27,4653500,739500,1482100,1195850
2025/04/02,4,17698100,15167300,11875400,11.82,13.83,13.83,13.83,10.27,10.27,10.27,10.27,10.27,10.27,4782250,719850,1550700,1261000
2025/04/02,5,17699050,15297600,11860600,12.00,13.99,13.99,13.99,10.42,10.42,10.42,10.42,10.42,10.42,4903750,604650,1667700,1379000
2025/04/02,6,17727800,15596850,11853900,12.38,13.99,13.99,13.99,10.90,10.90,10.90,10.90,10.90,10.90,5013050,588050,1984100,1688650
2025/04/02,7,17946350,15790000,11829250,12.83,13.94,13.94,13.94,11.54,11.54,11.54,11.54,11.54,11.54,5100800,584800,1845200,1524300
2025/04/02,8,18022800,15966400,11906700,12.92,13.94,13.94,13.94,12.26,12.26,12.26,12.26,12.26,12.26,5219750,583950,1989900,1574150
2025/04/02,9,18333550,16120500,12085250,12.50,13.69,13.69,13.69,12.20,12.20,12.20,12.20,12.20,12.20,5299450,583950,1979200,1504650
2025/04/02,10,18491150,16420950,12180650,12.96,13.93,13.93,13.93,12.26,12.26,12.26,12.26,12.26,12.26,5358550,576000,2101350,1514700
2025/04/02,11,18379100,16628100,12159050,13.25,14.00,14.00,14.00,12.50,12.38,12.38,12.38,12.38,12.38,5199150,582550,2129900,1521100
2025/04/02,12,18268750,16587450,12116100,13.22,14.68,14.68,14.68,12.00,12.00,12.00,12.00,12.00,12.00,4974300,583550,2082050,1503150
2025/04/02,13,17987400,16882600,12296150,13.69,15.00,15.00,15.00,13.18,13.18,13.18,13.18,13.18,13.18,4745950,586500,1821750,1234000
2025/04/02,14,18389850,17182350,12736350,13.69,16.16,16.16,16.16,12.38,12.38,12.38,12.38,12.38,12.38,4710400,604400,1600150,1054450
2025/04/02,15,18699600,17395150,13283300,13.69,17.04,17.04,17.04,12.00,12.00,12.00,12.00,12.00,12.00,4456100,676150,1241350,947050
2025/04/02,16,18991400,17674250,13894250,13.60,18.00,18.00,18.00,10.29,10.29,10.29,10.29,10.29,10.29,4376200,903250,1441350,1106900
2025/04/02,17,20831800,19328000,15435300,13.69,18.00,18.00,18.00,10.32,10.32,10.32,10.32,10.32,10.32,4663750,983650,2044100,1580650
2025/04/02,18,20909450,20778400,16248800,14.64,19.03,19.03,19.03,11.27,11.27,11.27,11.27,11.27,11.27,4573950,1057350,2705650,2109600
2025/04/02,19,21234500,21821100,17118200,15.00,19.01,19.01,19.01,14.21,14.21,14.21,14.21,8.04,10.00,4473750,1063750,3546800,2618400
2025/04/02,20,21829050,22197500,17459450,13.69,18.74,19.01,19.01,15.73,15.73,15.73,10.00,7.82,9.42,4606500,1110000,4303450,3262750
2025/04/02,21,22528550,22554850,17558650,12.00,14.44,18.42,18.42,13.55,13.55,13.55,8.13,5.00,8.13,4668350,1250150,4889750,3446950
2025/04/02,22,23340650,22884950,17738750,11.01,18.32,18.32,18.32,10.90,10.90,10.90,7.90,7.75,7.90,4975950,1243850,5145400,3405500
2025/04/02,23,24077650,22844300,17925900,10.00,18.28,18.28,18.28,9.60,9.60,9.60,7.90,7.66,7.90,5303850,1246850,5365050,3557450
2025/04/02,24,24608550,22609750,17999550,8.18,18.02,18.02,18.02,6.90,6.90,6.90,6.90,1.00,6.90,5478200,1243600,5556050,3822950
2025/04/02,25,25675300,22146600,17666550,7.53,11.28,14.38,14.38,4.69,4.69,4.69,4.69,0.01,0.01,5743500,1288800,5981550,3922500
2025/04/02,26,25459100,22480000,17458700,7.71,15.14,15.14,15.14,4.69,4.69,4.69,4.69,0.01,0.01,5680650,1269000,6492450,4074850
2025/04/02,27,24529100,23168700,17701250,8.49,18.08,18.08,18.08,8.71,8.71,8.71,8.71,0.01,1.00,5402300,1280850,6459900,4046200
2025/04/02,28,23966150,22907150,17402400,9.07,18.13,18.13,18.13,9.00,9.00,9.00,7.00,1.00,7.00,5281500,1303200,6178800,3821500
2025/04/02,29,23471100,22252100,17051850,10.83,16.51,16.51,16.51,11.24,11.24,11.24,7.77,5.00,7.77,5312100,1310850,5462250,3637850
2025/04/02,30,22805850,21225250,16482150,10.90,15.40,15.40,15.40,11.80,11.80,11.80,7.90,7.75,7.90,5211500,1328600,4394350,3362250
2025/04/02,31,22058850,20342000,16215750,11.52,16.01,16.01,16.01,11.42,11.42,11.42,9.03,7.79,8.13,4823550,1229450,3716150,3063050
2025/04/02,32,20759150,19695600,15503950,13.48,16.96,16.96,16.96,11.50,11.50,11.50,11.50,7.78,9.00,4542300,1111700,2977550,2543550
2025/04/02,33,20793600,19121250,15943850,13.47,17.10,17.10,17.10,10.12,10.12,10.12,10.12,7.85,10.12,4111850,1016150,2360900,1930450
2025/04/02,34,19901700,18903600,15469600,13.59,17.75,17.75,17.75,10.58,10.58,10.58,10.58,7.85,10.58,3552000,828400,1762200,1362400
2025/04/02,35,19496950,17996900,14697000,13.54,17.10,17.10,17.10,10.87,10.87,10.87,10.87,7.99,10.87,3231250,665400,1471000,1189850
2025/04/02,36,20399500,18667700,14484450,14.53,17.44,17.44,17.44,13.69,13.69,13.69,13.69,8.89,13.69,2990850,600950,1368450,981400
2025/04/02,37,19778800,18639200,14356750,14.54,17.45,17.45,17.45,13.94,13.94,13.94,13.94,13.70,13.94,3053800,566000,1336450,945550
2025/04/02,38,19728100,19038600,14511700,15.17,17.45,17.45,17.45,14.73,14.73,14.73,14.73,14.73,14.73,3017950,557750,1334900,944000
2025/04/02,39,18826100,18775800,14323300,15.00,17.40,17.40,17.40,13.70,13.70,13.70,13.70,13.70,13.70,3152750,528700,1330300,939300
2025/04/02,40,20255100,18721550,14267550,14.74,17.29,17.29,17.29,13.13,13.13,13.13,13.13,13.13,13.13,3288350,523100,1328600,937600
2025/04/02,41,18622950,18240850,13758350,13.96,16.93,16.93,16.93,12.56,12.56,12.56,12.56,12.56,12.56,3409300,522150,1319950,928950
2025/04/02,42,18493750,18052500,13518450,13.70,16.05,16.05,16.05,12.53,12.53,12.53,12.53,12.53,12.53,3618150,516750,1312700,921700
2025/04/02,43,19056800,17793800,13408350,13.69,15.52,15.52,15.52,12.51,12.51,12.51,12.51,12.51,12.51,4173150,509400,1344600,953500
2025/04/02,44,19595050,17463850,13553150,13.50,15.32,15.32,15.32,12.20,12.20,12.20,12.20,10.42,12.20,4486250,497750,1368350,977250
2025/04/02,45,19388300,17713150,13185450,13.69,15.00,15.00,15.00,13.56,12.54,12.54,12.54,12.54,12.54,4872350,462600,1506950,1122550
2025/04/02,46,19285050,17201350,12885700,13.47,15.00,15.00,15.00,13.46,12.20,12.20,12.20,12.20,12.20,5035750,451450,1444000,1059600
2025/04/02,47,18596250,16945300,12612350,13.47,14.85,14.85,14.85,13.43,12.00,12.00,12.00,12.00,12.00,4707750,589600,1382500,1049550
2025/04/02,48,18192250,15987600,12544400,12.38,14.20,14.20,14.20,10.58,10.58,10.58,10.58,10.58,10.58,4337200,707900,1192300,1012500
2025/04/03,1,15486500,16158750,12130800,13.58,16.49,16.49,16.49,13.91,10.87,10.87,10.87,10.87,10.87,2601550,673350,1508650,1289300
2025/04/03,2,15936900,16166200,12021650,13.33,14.90,14.90,14.90,13.24,10.58,10.58,10.58,10.58,10.58,2982300,671000,1648400,1211350
2025/04/03,3,16156250,16265950,11958000,13.22,14.35,14.35,14.35,12.78,10.29,10.29,10.29,10.29,10.29,3062000,687200,1987000,1341200
2025/04/03,4,16474050,16401500,11947200,13.33,14.35,14.35,14.35,12.50,10.58,10.58,10.58,10.58,10.58,3162100,660500,2143050,1356200
2025/04/03,5,16525700,16524400,11801900,13.48,14.83,14.83,14.83,12.88,11.27,11.27,11.27,11.27,11.27,3201950,682350,2003350,1360650
2025/04/03,6,16536500,16470450,11853750,13.50,14.90,14.90,14.90,13.00,12.26,12.26,12.26,12.26,12.26,3303550,681750,1888150,1407250
2025/04/03,7,16703100,16280100,11743000,13.48,20.96,14.64,14.64,12.38,12.38,12.38,12.38,12.38,12.38,3299950,681300,1787150,1526750
2025/04/03,8,16669300,16395700,11759750,13.58,17.00,14.61,14.61,12.49,12.49,12.49,12.49,12.49,12.49,3313150,690900,2123500,1743000
2025/04/03,9,16875250,16477000,11998000,13.56,15.00,14.35,14.35,12.38,12.38,12.38,12.38,12.38,12.38,3387450,754050,1910750,1470700
2025/04/03,10,16840450,16761400,12079350,13.61,17.00,14.42,14.42,12.38,12.38,12.38,12.38,12.38,12.38,3389700,753600,1971000,1481650
2025/04/03,11,16762400,16909000,12198350,13.72,20.08,15.16,15.16,13.28,12.50,12.50,12.50,12.50,12.50,3341550,752900,1920250,1478550
2025/04/03,12,16636600,17318050,12397300,13.99,17.00,16.47,16.47,13.71,13.60,13.60,13.60,13.60,13.60,3168750,752700,1950900,1478600
2025/04/03,13,16880850,17470100,12636950,14.35,17.00,17.00,17.00,13.84,13.62,13.62,13.62,13.62,13.62,3460000,738200,1446550,1205200
2025/04/03,14,17770300,17660850,13138000,14.02,17.29,17.29,17.29,13.66,13.13,13.13,13.13,13.13,13.13,3639250,732600,1424450,1194250
2025/04/03,15,18968500,17992200,13919300,13.62,16.92,16.92,16.92,11.00,11.00,11.00,11.00,11.00,11.00,3977200,798000,1588200,1345550
2025/04/03,16,20355400,18428050,14721650,13.28,18.00,18.00,18.00,8.13,8.13,8.13,8.13,8.13,8.13,4227500,1041500,1746800,1376650
2025/04/03,17,21422100,20023400,16121350,13.51,18.32,18.32,18.32,7.94,7.94,7.94,7.94,7.94,7.94,4304050,1238900,2476850,1913900
2025/04/03,18,22420250,21482050,17155700,13.59,18.93,18.93,18.93,10.58,10.58,10.58,8.51,8.51,7.90,4563400,1411050,3151100,2512400
2025/04/03,19,23112550,22957050,17834300,14.35,20.42,20.42,20.42,12.04,12.04,12.04,9.03,9.03,7.90,4775600,1326850,3906500,3128700
2025/04/03,20,23958500,23189000,18349200,13.62,20.00,20.00,20.00,13.62,13.62,13.62,8.07,8.07,7.77,4922200,1248100,4617000,3638650
2025/04/03,21,25251450,23307550,18694650,11.00,18.28,18.28,18.28,10.73,10.73,10.73,7.92,7.92,0.01,5405000,1205700,4892250,3609500
2025/04/03,22,26420950,23394100,18660400,9.49,17.00,17.00,17.00,8.99,8.99,8.99,7.85,7.85,0.01,5712200,1171400,5443850,3723100
2025/04/03,23,27056400,23835400,18658000,8.50,15.55,15.55,15.55,7.59,7.59,7.59,7.59,5.00,0.01,5877750,1233200,5528400,3834750
2025/04/03,24,27318200,23618400,18590700,8.13,15.55,15.55,15.55,6.31,6.31,6.31,6.31,0.01,0.01,5975200,1234900,5586200,3909900
2025/04/03,25,27777600,23039650,18121300,7.00,11.19,14.35,14.35,4.61,4.61,4.61,4.61,0.01,0.01,6054900,1237450,5849100,3833550
2025/04/03,26,27568750,23433500,17999100,7.11,16.00,14.73,14.73,4.61,4.61,4.61,4.61,0.01,0.01,6011300,1245600,6505550,4024450
2025/04/03,27,27115250,24178100,18162200,8.34,16.21,16.21,16.21,5.63,5.63,5.63,5.63,1.00,0.01,5949650,1233200,6533900,3908850
2025/04/03,28,26121000,24038800,18017350,9.91,17.00,17.00,17.00,9.00,9.00,9.00,9.00,7.81,0.01,5814150,1229800,6306200,3928100
2025/04/03,29,25247100,23147250,17789250,10.59,18.08,18.08,18.08,11.40,11.40,11.40,9.03,7.88,0.01,5577500,1164450,5820900,3877650
2025/04/03,30,24157750,22190150,17549400,12.32,18.08,18.08,18.08,15.03,15.03,15.03,10.50,8.06,0.01,5480750,1161100,4894800,3776950
2025/04/03,31,23493950,20783150,16812650,12.13,17.80,17.80,17.80,14.38,14.38,14.38,6.70,6.70,6.70,5259350,1415700,3719400,3218700
2025/04/03,32,22168550,20728100,16591150,13.50,18.32,18.32,18.32,11.74,11.74,11.74,8.01,8.01,7.90,4678150,1463150,2967000,2543100
2025/04/03,33,21669950,20571150,17187850,13.56,19.03,19.03,19.03,10.27,10.27,10.27,8.73,8.73,7.90,3944600,1418100,2208000,1933300
2025/04/03,34,20448200,20598650,16645150,14.35,20.00,20.00,20.00,10.90,10.90,10.90,10.90,9.01,8.13,3273550,1218250,1629950,1318150
2025/04/03,35,19290200,20059650,15783050,16.07,20.42,20.42,20.42,11.27,11.27,11.27,11.27,10.42,11.27,2934850,996400,1461550,1133900
2025/04/03,36,18569350,20423150,15547350,17.80,20.42,20.42,20.42,14.14,14.14,14.14,14.14,14.14,14.14,2948050,938600,1313700,970050
2025/04/03,37,17929100,20110400,15181450,18.06,20.42,20.42,20.42,14.14,14.14,14.14,14.14,13.62,14.14,2905750,959450,1128550,865400
2025/04/03,38,18092450,20274400,15147100,18.23,20.42,20.42,20.42,14.67,14.67,14.67,14.67,14.67,14.67,3152850,1005900,1127700,864000
2025/04/03,39,18312550,19910600,15062650,17.80,20.42,20.42,20.42,14.10,14.10,14.10,14.10,14.10,14.10,3249050,885450,1110750,862250
2025/04/03,40,18505450,19807350,14996450,17.80,20.42,20.42,20.42,13.94,13.94,13.94,13.94,13.94,13.94,3323400,826400,1085650,860150
2025/04/03,41,18295050,19682300,14986500,17.80,20.00,20.00,20.00,14.00,14.00,14.00,14.00,14.00,14.00,3229950,798800,1086600,856550
2025/04/03,42,18195950,19250150,14731550,16.91,19.03,19.03,19.03,13.62,13.62,13.62,13.62,13.62,13.62,3318300,793650,1052100,853550
2025/04/03,43,18564100,18721600,14492100,16.01,18.06,18.06,18.06,13.62,13.62,13.62,13.62,13.62,13.62,3578100,825650,1120050,932000
2025/04/03,44,18748850,18153550,14033650,14.35,17.80,17.80,17.80,13.48,13.48,13.48,13.48,13.48,13.48,3727850,889900,1104600,872050
2025/04/03,45,18247300,18450700,13958100,14.87,17.80,17.80,17.80,13.63,13.63,13.63,13.63,13.63,13.63,3730700,846750,1085950,854900
2025/04/03,46,17931450,17820100,13303850,14.02,16.49,16.49,16.49,13.00,13.00,13.00,13.00,13.00,13.00,3774950,839700,1107800,863250
2025/04/03,47,17572300,17691200,13172150,13.82,15.00,15.00,15.00,13.00,13.00,13.00,13.00,13.00,13.00,3393550,805300,1108850,863550
2025/04/03,48,17247850,16973050,13078600,13.54,14.35,14.35,14.35,12.00,12.00,12.00,12.00,12.00,12.00,3146500,806650,1067200,865700
2025/04/04,1,18175150,16247900,12281250,13.50,14.88,14.88,14.88,13.83,11.42,11.42,11.42,11.42,11.42,4974650,522100,1465850,1099200
2025/04/04,2,18781200,16234400,12033250,13.22,14.83,14.83,14.83,12.88,11.00,11.00,11.00,11.00,11.00,5809600,566850,1465400,1079200
2025/04/04,3,19137600,16073700,11986000,13.13,14.33,14.33,14.33,11.22,10.90,10.90,10.90,10.90,10.90,6013600,567300,1462100,1110050
2025/04/04,4,19198700,16020050,11921950,13.08,13.69,13.69,13.69,10.90,10.90,10.90,10.90,10.90,10.90,5971400,493800,1521450,1138500
2025/04/04,5,18989050,15932900,11856200,13.11,13.69,13.69,13.69,10.90,10.90,10.90,10.90,10.90,10.90,5868550,434550,1512950,1148850
2025/04/04,6,18892700,16175050,11871650,13.21,13.93,13.93,13.93,12.18,12.18,12.18,12.18,12.18,12.18,5881050,426100,1627850,1229650
2025/04/04,7,19014000,16385550,11785350,13.50,13.96,13.96,13.96,12.50,12.50,12.50,12.50,12.50,12.50,5976500,430550,1645600,1309250
2025/04/04,8,19015900,16412400,11928400,13.60,13.99,13.99,13.99,13.50,13.50,13.50,13.50,13.50,13.50,6011000,429850,1739350,1403050
2025/04/04,9,19053800,16585250,12137250,13.60,14.02,14.02,14.02,13.52,13.52,13.52,13.52,13.52,13.52,5916050,430150,1809150,1497000
2025/04/04,10,19036850,16739900,12176950,13.53,13.99,13.99,13.99,13.13,13.13,13.13,13.13,13.13,13.13,5656200,431050,1702300,1389100
2025/04/04,11,18891450,16961600,12349350,13.69,16.04,16.04,16.04,13.50,13.50,13.50,13.50,13.50,13.50,5468050,430350,1742350,1426450
2025/04/04,12,18762600,17316350,12384750,13.69,17.17,17.17,17.17,13.21,12.81,12.81,12.81,12.81,12.81,5333600,430300,1567000,1248000
2025/04/04,13,19745300,17608950,12919250,14.09,16.12,16.12,16.12,14.00,14.00,14.00,14.00,14.00,14.00,5887000,433050,1328150,1227000
2025/04/04,14,21203900,17826350,13498500,13.58,14.31,14.31,14.31,12.82,12.82,12.82,12.82,12.82,12.82,6325200,440000,1277100,1172600
2025/04/04,15,23363600,18530250,14728100,12.26,11.05,11.05,13.69,10.29,10.29,10.29,10.29,10.29,10.29,6521750,450850,1445600,1345050
2025/04/04,16,25986950,19210000,15573250,10.39,10.83,10.83,13.69,8.01,8.01,8.01,8.01,7.95,8.01,6936650,463000,1513600,1413050
2025/04/04,17,28047700,20467700,17018000,10.29,13.48,13.48,13.48,7.90,7.90,7.90,7.90,7.87,7.90,8067200,459850,2097000,2003750
2025/04/04,18,29379350,21254800,18219950,10.27,13.33,13.33,13.33,7.95,7.95,7.95,7.95,7.95,7.90,8448000,472300,2613450,2603450
2025/04/04,19,30797400,22363550,19100900,10.12,11.76,11.76,13.35,10.53,10.53,10.53,8.41,8.00,1.00,9177600,499050,3426650,3236150
2025/04/04,20,32857700,23037100,19904350,8.74,11.03,11.03,12.76,12.00,12.00,12.00,6.82,1.00,0.01,9856300,537350,4364150,3969650
2025/04/04,21,34583650,23450800,20348800,8.08,9.50,9.50,12.45,10.90,10.90,10.90,6.25,0.01,0.01,10478900,639950,4839150,4278150
2025/04/04,22,35753350,23503400,20656700,7.50,8.34,8.34,12.28,7.11,7.11,7.11,7.11,7.11,0.01,10625100,636750,5053550,4309850
2025/04/04,23,36596550,23061100,20366350,5.00,8.07,8.07,11.00,7.95,7.95,7.95,7.95,7.93,0.01,10875650,698200,5061150,4272450
2025/04/04,24,37063900,22709350,20286800,4.23,7.88,7.88,10.39,5.00,5.00,5.00,5.00,0.01,0.01,11070100,696800,5006150,4254250
2025/04/04,25,37690350,22503050,20251250,0.10,6.55,6.55,10.39,1.77,1.77,1.77,1.77,0.01,0.01,11264450,774350,5317750,4161550
2025/04/04,26,37429600,22946800,20061550,1.00,8.00,6.58,11.00,1.00,1.00,1.00,1.00,0.01,0.01,11306750,810350,5843800,4291800
2025/04/04,27,36408000,23569950,19934200,6.98,8.01,8.01,12.40,7.46,7.46,7.46,7.46,0.01,0.01,11176800,795600,5935250,4323250
2025/04/04,28,35264100,22960300,19512050,7.11,9.96,9.96,12.51,4.52,4.52,4.52,4.52,2.10,0.01,11029600,779650,6001400,4523700
2025/04/04,29,34035700,22825100,19612300,7.90,10.46,10.46,12.01,9.00,9.00,9.00,9.00,7.93,0.01,10839450,788300,5668550,4589850
2025/04/04,30,32424250,22637750,18974000,9.37,10.93,10.93,13.01,12.00,12.00,12.00,9.75,9.37,0.01,10392800,795250,5044550,4574050
2025/04/04,31,30722900,21132000,17918200,8.50,12.47,13.32,13.32,8.90,8.90,8.90,8.90,8.90,0.01,9676400,754350,3844200,3608450
2025/04/04,32,27909500,20307050,16876650,10.39,14.35,14.35,14.35,10.12,10.12,10.12,10.12,10.12,3.85,8653650,707700,2710650,2708150
2025/04/04,33,25538400,19603600,16276550,11.27,14.20,14.20,14.20,10.69,10.69,10.69,10.69,10.69,8.13,7213800,581300,1983600,1974600
